"","vod_link","patch_date","bracket","week","date","map","t1_round","t1_team","t1_result","vs","t2_result","t2_team","t2_round","first_ban_team","first_ban_hero","second_ban_team","second_ban_hero","t1_tank","t1_dps1","t1_dps2","t1_sup1","t1_sup2","t2_tank","t2_dps1","t2_dps2","t2_sup1","t2_sup2","region"
"252","https://youtu.be/FM8YrQaPVnI?t=9224","Jan 21st","Regular Season","3","07/02/2025","Esperanca","Push","From The Gamer","","vs.","W","Team Falcons","Push","From The Gamer","Sombra","Team Falcons","Kiriko","Wrecking Ball","Venture","Symmetra","Ana","Lucio","Ramattra","Venture","Mei","Juno","Lucio","korea"
"253","https://youtu.be/rDMF7NOxbBY?t=941","Jan 21st","Regular Season","3","07/02/2025","Lijiang Tower","Night Market","T1","0","vs.","1","Crazy Raccoon","Night Market","Crazy Raccoon","Cassidy","T1","Wrecking Ball","Hazard","Venture","Sojourn","Juno","Lucio","Winston","Torbjorn","Symmetra","Ana","Lucio","korea"
"254","https://youtu.be/rDMF7NOxbBY?t=941","Jan 21st","Regular Season","3","07/02/2025","Lijiang Tower","Control Center","T1","0","vs.","2(W)","Crazy Raccoon","Control Center","Crazy Raccoon","Cassidy","T1","Wrecking Ball","Ramattra","Venture","Symmetra","Juno","Lucio","Orisa","Torbjorn","Symmetra","Juno","Lucio","korea"
"255","https://youtu.be/rDMF7NOxbBY?t=1869","Jan 21st","Regular Season","3","07/02/2025","Suravasa","A","T1","0","vs.","1","Crazy Raccoon","A","T1","Torbjorn","Crazy Raccoon","Hazard","Wrecking Ball","Echo","Tracer","Kiriko","Lucio","Wrecking Ball","Symmetra","Sombra","Ana","Lucio","korea"
"256","https://youtu.be/rDMF7NOxbBY?t=1869","Jan 21st","Regular Season","3","07/02/2025","Suravasa","E","T1","0","vs.","2","Crazy Raccoon","E","T1","Torbjorn","Crazy Raccoon","Hazard","Wrecking Ball","Tracer","Sojourn","Kiriko","Lucio","Wrecking Ball","Symmetra","Sombra","Ana","Lucio","korea"
"257","https://youtu.be/rDMF7NOxbBY?t=1869","Jan 21st","Regular Season","3","07/02/2025","Suravasa","D","T1","0","vs.","3(W)","Crazy Raccoon","D","T1","Torbjorn","Crazy Raccoon","Hazard","Wrecking Ball","Tracer","Sojourn","Kiriko","Lucio","Wrecking Ball","Tracer","Sombra","Kiriko","Lucio","korea"
"258","https://youtu.be/rDMF7NOxbBY?t=2870","Jan 21st","Regular Season","3","07/02/2025","Paraiso","D1","T1","0","vs.","1","Crazy Raccoon","A1","T1","Ana","Crazy Raccoon","Ashe","Hazard","Echo","Sojourn","Juno","Brig","Wrecking Ball","Torbjorn","Symmetra","Kiriko","Lucio","korea"
"259","https://youtu.be/rDMF7NOxbBY?t=2870","Jan 21st","Regular Season","3","07/02/2025","Paraiso","D2","T1","0","vs.","2","Crazy Raccoon","A2","T1","Ana","Crazy Raccoon","Ashe","Hazard","Echo","Sojourn","Kiriko","Lucio","Wrecking Ball","Tracer","Symmetra","Kiriko","Lucio","korea"
"260","https://youtu.be/rDMF7NOxbBY?t=2870","Jan 21st","Regular Season","3","07/02/2025","Paraiso","D3","T1","0","vs.","2","Crazy Raccoon","A3","T1","Ana","Crazy Raccoon","Ashe","Hazard","Echo","Sojourn","Kiriko","Lucio","Wrecking Ball","Tracer","Symmetra","Juno","Lucio","korea"
"261","https://youtu.be/rDMF7NOxbBY?t=2870","Jan 21st","Regular Season","3","07/02/2025","Paraiso","A1","T1","0","vs.","2(W)","Crazy Raccoon","D1","T1","Ana","Crazy Raccoon","Ashe","Hazard","Echo","Sojourn","Juno","Brig","Wrecking Ball","Torbjorn","Symmetra","Baptiste","Zen","korea"
"262","https://youtu.be/FEZeziFwROo?t=479","Jan 21st","Regular Season","3","07/02/2025","Antarctic Peninsula","Icebreaker","Vesta Crew","0","vs.","1","New Era","Icebreaker","Vesta Crew","Sombra","New Era","Wrecking Ball","Mauga","Venture","Torbjorn","Juno","Brig","Sigma","Torbjorn","Symmetra","Ana","Kiriko","korea"
"263","https://youtu.be/FEZeziFwROo?t=479","Jan 21st","Regular Season","3","07/02/2025","Antarctic Peninsula","Labs","Vesta Crew","0","vs.","2(W)","New Era","Labs","Vesta Crew","Sombra","New Era","Wrecking Ball","Mauga","Venture","Torbjorn","Kiriko","Lucio","Sigma","Torbjorn","Symmetra","Ana","Kiriko","korea"
"264","https://youtu.be/FEZeziFwROo?t=1481","Jan 21st","Regular Season","3","07/02/2025","New Queen Street","Push","Vesta Crew","","vs.","W","New Era","Push","New Era","Sombra","Vesta Crew","Mercy","Wrecking Ball","Torbjorn","Symmetra","Ana","Kiriko","Wrecking Ball","Torbjorn","Symmetra","Kiriko","Moira","korea"
"265","https://youtu.be/FEZeziFwROo?t=2649","Jan 21st","Regular Season","3","07/02/2025","Numbani","A1","Vesta Crew","1","vs.","0","New Era","D1","Vesta Crew","Ana","New Era","Winston","Rein","Torbjorn","Symmetra","Baptiste","Kiriko","Sigma","Torbjorn","Symmetra","Kiriko","Illari","korea"
"266","https://youtu.be/FEZeziFwROo?t=2649","Jan 21st","Regular Season","3","07/02/2025","Numbani","A2","Vesta Crew","1","vs.","0","New Era","D2","Vesta Crew","Ana","New Era","Winston","Rein","Torbjorn","Symmetra","Baptiste","Kiriko","Sigma","Torbjorn","Symmetra","Kiriko","Illari","korea"
"267","https://youtu.be/FEZeziFwROo?t=2649","Jan 21st","Regular Season","3","07/02/2025","Numbani","D1","Vesta Crew","1","vs.","1","New Era","A1","Vesta Crew","Ana","New Era","Winston","Rein","Torbjorn","Symmetra","Baptiste","Kiriko","Sigma","Torbjorn","Symmetra","Kiriko","Illari","korea"
"268","https://youtu.be/FEZeziFwROo?t=2649","Jan 21st","Regular Season","3","07/02/2025","Numbani","D2","Vesta Crew","1","vs.","1(W)","New Era","A2","Vesta Crew","Ana","New Era","Winston","Sigma","Torbjorn","Symmetra","Baptiste","Kiriko","Sigma","Torbjorn","Symmetra","Kiriko","Illari","korea"
"269","https://youtu.be/8DWrIXFgMxs?t=1735","Jan 21st","Regular Season","3","08/02/2025","Antarctic Peninsula","Icebreaker","ZETA Division","1","vs.","0","WAY","Icebreaker","WAY","Cassidy","ZETA Division","Ramattra","JunkerQueen","Torbjorn","Symmetra","Kiriko","Lucio","Winston","Torbjorn","Symmetra","Ana","Kiriko","korea"
"270","https://youtu.be/8DWrIXFgMxs?t=1735","Jan 21st","Regular Season","3","08/02/2025","Antarctic Peninsula","Labs","ZETA Division","2(W)","vs.","0","WAY","Labs","WAY","Cassidy","ZETA Division","Ramattra","DVa","Torbjorn","Symmetra","Kiriko","Lucio","Wrecking Ball","Torbjorn","Symmetra","Ana","Kiriko","korea"
"271","https://youtu.be/8DWrIXFgMxs?t=2972","Jan 21st","Regular Season","3","08/02/2025","Route 66","A1","ZETA Division","1","vs.","0","WAY","D1","WAY","DVa","ZETA Division","Genji","Hazard","Torbjorn","Symmetra","Kiriko","Lucio","Sigma","Torbjorn","Symmetra","Ana","Kiriko","korea"
"272","https://youtu.be/8DWrIXFgMxs?t=2972","Jan 21st","Regular Season","3","08/02/2025","Route 66","A2","ZETA Division","2","vs.","0","WAY","D2","WAY","DVa","ZETA Division","Genji","Hazard","Torbjorn","Symmetra","Kiriko","Lucio","Sigma","Torbjorn","Symmetra","Ana","Kiriko","korea"
"273","https://youtu.be/8DWrIXFgMxs?t=2972","Jan 21st","Regular Season","3","08/02/2025","Route 66","A3","ZETA Division","3","vs.","0","WAY","D3","WAY","DVa","ZETA Division","Genji","Hazard","Torbjorn","Symmetra","Kiriko","Lucio","Sigma","Torbjorn","Symmetra","Ana","Lucio","korea"
"274","https://youtu.be/8DWrIXFgMxs?t=2972","Jan 21st","Regular Season","3","08/02/2025","Route 66","D1","ZETA Division","3(W)","vs.","0","WAY","A1","WAY","DVa","ZETA Division","Genji","Hazard","Torbjorn","Symmetra","Kiriko","Lucio","Sigma","Torbjorn","Symmetra","Baptiste","Kiriko","korea"
"275","https://youtu.be/8DWrIXFgMxs?t=4674","Jan 21st","Regular Season","3","08/02/2025","Suravasa","A","ZETA Division","0","vs.","1","WAY","A","WAY","Lucio","ZETA Division","Wrecking Ball","DVa","Torbjorn","Symmetra","Ana","Kiriko","Hazard","Genji","Sojourn","Ana","Kiriko","korea"
"276","https://youtu.be/8DWrIXFgMxs?t=4674","Jan 21st","Regular Season","3","08/02/2025","Suravasa","D","ZETA Division","1","vs.","1","WAY","D","WAY","Lucio","ZETA Division","Wrecking Ball","DVa","Torbjorn","Symmetra","Ana","Juno","Hazard","Genji","Sojourn","Ana","Kiriko","korea"
"277","https://youtu.be/8DWrIXFgMxs?t=4674","Jan 21st","Regular Season","3","08/02/2025","Suravasa","C","ZETA Division","2","vs.","1","WAY","C","WAY","Lucio","ZETA Division","Wrecking Ball","DVa","Torbjorn","Symmetra","Ana","Kiriko","Hazard","Genji","Sombra","Ana","Brig","korea"
"278","https://youtu.be/8DWrIXFgMxs?t=4674","Jan 21st","Regular Season","3","08/02/2025","Suravasa","B","ZETA Division","3(W)","vs.","1","WAY","B","WAY","Lucio","ZETA Division","Wrecking Ball","DVa","Torbjorn","Symmetra","Ana","Kiriko","Ramattra","Genji","Sombra","Ana","Brig","korea"
"279","https://youtu.be/zXr82LrudCo?t=790","Jan 21st","Regular Season","3","08/02/2025","Oasis","University","Vesta Crew","0","vs.","1","Poker Face","University","Vesta Crew","Hazard","Poker Face","Tracer","Wrecking Ball","Torbjorn","Symmetra","Ana","Lucio","Zarya","Genji","Hanzo","Juno","Lucio","korea"
"280","https://youtu.be/zXr82LrudCo?t=790","Jan 21st","Regular Season","3","08/02/2025","Oasis","City Center","Vesta Crew","0","vs.","2(W)","Poker Face","City Center","Vesta Crew","Hazard","Poker Face","Tracer","Winston","Echo","Torbjorn","Ana","Lucio","Zarya","Genji","Hanzo","Juno","Lucio","korea"
"281","https://youtu.be/zXr82LrudCo?t=1844","Jan 21st","Regular Season","3","08/02/2025","Rialto","D1","Vesta Crew","0","vs.","1","Poker Face","A1","Vesta Crew","Brig","Poker Face","Echo","Winston","Symmetra","Widow","Ana","Zen","Winston","Pharah","Hanzo","Ana","Mercy","korea"
"282","https://youtu.be/zXr82LrudCo?t=1844","Jan 21st","Regular Season","3","08/02/2025","Rialto","D2","Vesta Crew","0","vs.","2","Poker Face","A2","Vesta Crew","Brig","Poker Face","Echo","Winston","Pharah","Widow","Ana","Illari","Winston","Pharah","Hanzo","Ana","Mercy","korea"
"283","https://youtu.be/zXr82LrudCo?t=1844","Jan 21st","Regular Season","3","08/02/2025","Rialto","D3","Vesta Crew","0","vs.","3","Poker Face","A3","Vesta Crew","Brig","Poker Face","Echo","Winston","Pharah","Widow","Ana","Illari","Winston","Pharah","Hanzo","Ana","Mercy","korea"
"284","https://youtu.be/zXr82LrudCo?t=1844","Jan 21st","Regular Season","3","08/02/2025","Rialto","A1","Vesta Crew","1","vs.","3","Poker Face","D1","Vesta Crew","Brig","Poker Face","Echo","Winston","Tracer","Widow","Ana","Kiriko","Winston","Pharah","Hanzo","Ana","Mercy","korea"
"285","https://youtu.be/zXr82LrudCo?t=1844","Jan 21st","Regular Season","3","08/02/2025","Rialto","A2","Vesta Crew","1","vs.","3(W)","Poker Face","D2","Vesta Crew","Brig","Poker Face","Echo","Winston","Genji","Tracer","Ana","Kiriko","Winston","Pharah","Cassidy","Ana","Mercy","korea"
"286","https://youtu.be/zXr82LrudCo?t=3257","Jan 21st","Regular Season","3","08/02/2025","New Queen Street","Push","Vesta Crew","","","W","Poker Face","Push","Vesta Crew","Tracer","​","Winston","Hazard","Torbjorn","Symmetra","Kiriko","Lucio","Zarya","Genji","Torbjorn","Juno","Lucio","korea"
"287","https://youtu.be/bd_29DAMCF8?t=437","Jan 21st","Regular Season","3","08/02/2025","Oasis","City Center","New Era","0","vs.","1","Crazy Raccoon","City Center","New Era","Lucio","Crazy Raccoon","Roadhog","Wrecking Ball","Torbjorn","Symmetra","Kiriko","Moira","Wrecking Ball","Venture","Torbjorn","Kiriko","Moira","korea"
"288","https://youtu.be/bd_29DAMCF8?t=437","Jan 21st","Regular Season","3","08/02/2025","Oasis","University","New Era","0","vs.","2(W)","Crazy Raccoon","University","New Era","Lucio","Crazy Raccoon","Roadhog","Wrecking Ball","Torbjorn","Symmetra","Kiriko","Moira","Wrecking Ball","Venture","Torbjorn","Kiriko","Moira","korea"
"289","https://youtu.be/bd_29DAMCF8?t=1534","Jan 21st","Regular Season","3","08/02/2025","King's Row","D1","New Era","0","vs.","1","Crazy Raccoon","A1","New Era","DVa","Crazy Raccoon","Moira","Sigma","Torbjorn","Symmetra","Ana","Kiriko","Zarya","Torbjorn","Reaper","Illari","Lifeweaver","korea"
"290","https://youtu.be/bd_29DAMCF8?t=1534","Jan 21st","Regular Season","3","08/02/2025","King's Row","D2","New Era","0","vs.","2","Crazy Raccoon","A2","New Era","DVa","Crazy Raccoon","Moira","Sigma","Torbjorn","Symmetra","Ana","Kiriko","Zarya","Torbjorn","Reaper","Illari","Lifeweaver","korea"
"291","https://youtu.be/bd_29DAMCF8?t=1534","Jan 21st","Regular Season","3","08/02/2025","King's Row","D3","New Era","0","vs.","3","Crazy Raccoon","A3","New Era","DVa","Crazy Raccoon","Moira","Sigma","Torbjorn","Widow","Ana","Kiriko","Zarya","Torbjorn","Reaper","Illari","Lifeweaver","korea"
"292","https://youtu.be/bd_29DAMCF8?t=1534","Jan 21st","Regular Season","3","08/02/2025","King's Row","A1","New Era","1","vs.","3","Crazy Raccoon","D1","New Era","DVa","Crazy Raccoon","Moira","Sigma","Genji","Widow","Ana","Zen","Sigma","Torbjorn","Ashe","Ana","Zen","korea"
"293","https://youtu.be/bd_29DAMCF8?t=1534","Jan 21st","Regular Season","3","08/02/2025","King's Row","A2","New Era","1","vs.","3(W)","Crazy Raccoon","D2","New Era","DVa","Crazy Raccoon","Moira","Sigma","Genji","Ashe","Ana","Zen","Sigma","Torbjorn","Ashe","Ana","Zen","korea"
"294","https://youtu.be/bd_29DAMCF8?t=2833","Jan 21st","Regular Season","3","08/02/2025","Havana","D1","New Era","0","vs.","1","Crazy Raccoon","A1","New Era","Torbjorn","Crazy Raccoon","Kiriko","Sigma","Genji","Widow","Baptiste","Zen","Sigma","Hanzo","Widow","Baptiste","Illari","korea"
"295","https://youtu.be/bd_29DAMCF8?t=2833","Jan 21st","Regular Season","3","08/02/2025","Havana","D2","New Era","0","vs.","2","Crazy Raccoon","A2","New Era","Torbjorn","Crazy Raccoon","Kiriko","Sigma","Genji","Widow","Baptiste","Zen","Sigma","Sombra","Widow","Baptiste","Illari","korea"
"296","https://youtu.be/bd_29DAMCF8?t=2833","Jan 21st","Regular Season","3","08/02/2025","Havana","D3","New Era","0","vs.","2","Crazy Raccoon","A3","New Era","Torbjorn","Crazy Raccoon","Kiriko","Sigma","Genji","Widow","Baptiste","Zen","Sigma","Hanzo","Widow","Baptiste","Illari","korea"
"297","https://youtu.be/bd_29DAMCF8?t=2833","Jan 21st","Regular Season","3","08/02/2025","Havana","A1","New Era","0","vs.","2(W)","Crazy Raccoon","D1","New Era","Torbjorn","Crazy Raccoon","Kiriko","Sigma","Genji","Widow","Baptiste","Zen","Sigma","Genji","Widow","Baptiste","Zen","korea"
"298","https://youtu.be/7uJ01216yII?t=1189","Jan 21st","Regular Season","3","09/02/2025","Lijiang Tower","Night Market","WAY","1","vs.","0","From The Gamer","Night Market","From The Gamer","Cassidy","WAY","Lucio","Wrecking Ball","Genji","Sojourn","Ana","Kiriko","Hazard","Torbjorn","Symmetra","Juno","Kiriko","korea"
"299","https://youtu.be/7uJ01216yII?t=1189","Jan 21st","Regular Season","3","09/02/2025","Lijiang Tower","Control Center","WAY","1","vs.","1","From The Gamer","Control Center","From The Gamer","Cassidy","WAY","Lucio","Wrecking Ball","Venture","Torbjorn","Baptiste","Kiriko","Orisa","Torbjorn","Symmetra","Juno","Kiriko","korea"
"300","https://youtu.be/7uJ01216yII?t=1189","Jan 21st","Regular Season","3","09/02/2025","Lijiang Tower","Garden","WAY","1","vs.","2(W)","From The Gamer","Garden","From The Gamer","Cassidy","WAY","Lucio","Wrecking Ball","Genji","Sojourn","Ana","Kiriko","Wrecking Ball","Venture","Symmetra","Ana","Kiriko","korea"
"301","https://youtu.be/7uJ01216yII?t=2688","Jan 21st","Regular Season","3","09/02/2025","New Queen Street","Push","WAY","","vs.","W","From The Gamer","Push","WAY","DVa","From The Gamer","Sombra","Wrecking Ball","Genji","Cassidy","Ana","Lucio","Wrecking Ball","Symmetra","Sojourn","Kiriko","Lucio","korea"
"302","https://youtu.be/7uJ01216yII?t=3866","Jan 21st","Regular Season","3","09/02/2025","Gibraltar","A1","WAY","1","vs.","0","From The Gamer","D1","WAY","Winston","From The Gamer","Kiriko","Wrecking Ball","Tracer","Sombra","Zen","Brig","Wrecking Ball","Venture","Symmetra","Ana","Zen","korea"
"303","https://youtu.be/7uJ01216yII?t=3866","Jan 21st","Regular Season","3","09/02/2025","Gibraltar","A2","WAY","1","vs.","0","From The Gamer","D2","WAY","Winston","From The Gamer","Kiriko","Wrecking Ball","Tracer","Sombra","Zen","Brig","Wrecking Ball","Venture","Tracer","Ana","Zen","korea"
"304","https://youtu.be/7uJ01216yII?t=3866","Jan 21st","Regular Season","3","09/02/2025","Gibraltar","D1","WAY","1","vs.","1","From The Gamer","A1","WAY","Winston","From The Gamer","Kiriko","Wrecking Ball","Venture","Ashe","Ana","Zen","DVa","Venture","Hanzo","Ana","Zen","korea"
"305","https://youtu.be/7uJ01216yII?t=3866","Jan 21st","Regular Season","3","09/02/2025","Gibraltar","D2","WAY","1","vs.","1(W)","From The Gamer","A2","WAY","Winston","From The Gamer","Kiriko","Wrecking Ball","Venture","Ashe","Ana","Zen","DVa","Venture","Tracer","Ana","Zen","korea"
"306","https://youtu.be/K8JCG47qywk?t=290","Jan 21st","Regular Season","3","09/02/2025","Antarctic Peninsula","Icebreaker","Team Falcons","1","vs.","0","T1","Icebreaker","Team Falcons","Torbjorn","T1","Orisa","Ramattra","Mei","Symmetra","Kiriko","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"307","https://youtu.be/K8JCG47qywk?t=290","Jan 21st","Regular Season","3","09/02/2025","Antarctic Peninsula","Sublevel","Team Falcons","1","vs.","1","T1","Sublevel","Team Falcons","Torbjorn","T1","Orisa","DVa","Sombra","Ashe","Ana","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"308","https://youtu.be/K8JCG47qywk?t=290","Jan 21st","Regular Season","3","09/02/2025","Antarctic Peninsula","Labs","Team Falcons","1","vs.","2(W)","T1","Labs","Team Falcons","Torbjorn","T1","Orisa","Hazard","Genji","Sojourn","Juno","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"309","https://youtu.be/K8JCG47qywk?t=1820","Jan 21st","Regular Season","3","09/02/2025","New Junk City","A","Team Falcons","0","vs.","1","T1","A","Team Falcons","Hazard","T1","Venture","Ramattra","Mei","Symmetra","Juno","Lucio","Orisa","Torbjorn","Symmetra","Juno","Lucio","korea"
"310","https://youtu.be/K8JCG47qywk?t=1820","Jan 21st","Regular Season","3","09/02/2025","New Junk City","E","Team Falcons","0","vs.","2","T1","E","Team Falcons","Hazard","T1","Venture","Mauga","Symmetra","Sojourn","Juno","Lucio","Orisa","Torbjorn","Symmetra","Juno","Lucio","korea"
"311","https://youtu.be/K8JCG47qywk?t=1820","Jan 21st","Regular Season","3","09/02/2025","New Junk City","B","Team Falcons","1","vs.","2","T1","B","Team Falcons","Hazard","T1","Venture","Mauga","Symmetra","Sojourn","Juno","Lucio","Orisa","Torbjorn","Symmetra","Juno","Lucio","korea"
"312","https://youtu.be/K8JCG47qywk?t=1820","Jan 21st","Regular Season","3","09/02/2025","New Junk City","D","Team Falcons","2","vs.","2","T1","D","Team Falcons","Hazard","T1","Venture","Mauga","Symmetra","Sojourn","Juno","Lucio","Orisa","Torbjorn","Symmetra","Juno","Lucio","korea"
"313","https://youtu.be/K8JCG47qywk?t=1820","Jan 21st","Regular Season","3","09/02/2025","New Junk City","C","Team Falcons","3(W)","vs.","2","T1","C","Team Falcons","Hazard","T1","Venture","Mauga","Symmetra","Sojourn","Juno","Lucio","Orisa","Torbjorn","Symmetra","Juno","Lucio","korea"
"314","https://youtu.be/K8JCG47qywk?t=3301","Jan 21st","Regular Season","3","09/02/2025","Esperanca","Push","Team Falcons","W","vs.","","T1","Push","T1","Sombra","Team Falcons","Wrecking Ball","DVa","Torbjorn","Symmetra","Kiriko","Lucio","Hazard","Torbjorn","Sojourn","Juno","Lucio","korea"
"315","https://youtu.be/K8JCG47qywk?t=4412","Jan 21st","Regular Season","3","09/02/2025","Gibraltar","D1","Team Falcons","0","vs.","1","T1","A1","T1","DVa","Team Falcons","Ana","Ramattra","Venture","Mei","Kiriko","Lucio","Wrecking Ball","Torbjorn","Symmetra","Baptiste","Zen","korea"
"316","https://youtu.be/K8JCG47qywk?t=4412","Jan 21st","Regular Season","3","09/02/2025","Gibraltar","D2","Team Falcons","0","vs.","2","T1","A2","T1","DVa","Team Falcons","Ana","Hazard","Venture","Sombra","Kiriko","Lucio","Winston","Tracer","Ashe","Baptiste","Zen","korea"
"317","https://youtu.be/K8JCG47qywk?t=4412","Jan 21st","Regular Season","3","09/02/2025","Gibraltar","D3","Team Falcons","0","vs.","2","T1","A3","T1","DVa","Team Falcons","Ana","Hazard","Torbjorn","Widow","Kiriko","Lucio","Hazard","Tracer","Ashe","Baptiste","Juno","korea"
"318","https://youtu.be/K8JCG47qywk?t=4412","Jan 21st","Regular Season","3","09/02/2025","Gibraltar","A1","Team Falcons","1","vs.","2","T1","D1","T1","DVa","Team Falcons","Ana","Sigma","Genji","Sombra","Kiriko","Lucio","Wrecking Ball","Torbjorn","Symmetra","Baptiste","Zen","korea"
"319","https://youtu.be/K8JCG47qywk?t=4412","Jan 21st","Regular Season","3","09/02/2025","Gibraltar","A2","Team Falcons","2","vs.","2","T1","D2","T1","DVa","Team Falcons","Ana","Zarya","Genji","Sombra","Kiriko","Lucio","Wrecking Ball","Torbjorn","Ashe","Baptiste","Zen","korea"
"320","https://youtu.be/K8JCG47qywk?t=4412","Jan 21st","Regular Season","3","09/02/2025","Gibraltar","A3","Team Falcons","2","vs.","2(W)","T1","D3","T1","DVa","Team Falcons","Ana","Zarya","Genji","Cassidy","Kiriko","Lucio","Wrecking Ball","Torbjorn","Widow","Baptiste","Kiriko","korea"
"321","https://youtu.be/K8JCG47qywk?t=6040","Jan 21st","Regular Season","3","09/02/2025","King's Row","A1","Team Falcons","1","vs.","0","T1","D1","Team Falcons","Kiriko","T1","Symmetra","Hazard","Genji","Sojourn","Juno","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"322","https://youtu.be/K8JCG47qywk?t=6040","Jan 21st","Regular Season","3","09/02/2025","King's Row","A2","Team Falcons","2","vs.","0","T1","D2","Team Falcons","Kiriko","T1","Symmetra","DVa","Genji","Sojourn","Juno","Lucio","Wrecking Ball","Genji","Sojourn","Juno","Lucio","korea"
"323","https://youtu.be/K8JCG47qywk?t=6040","Jan 21st","Regular Season","3","09/02/2025","King's Row","A3","Team Falcons","2","vs.","0","T1","D3","Team Falcons","Kiriko","T1","Symmetra","DVa","Genji","Cassidy","Juno","Lucio","Wrecking Ball","Genji","Ashe","Juno","Lucio","korea"
"324","https://youtu.be/K8JCG47qywk?t=6040","Jan 21st","Regular Season","3","09/02/2025","King's Row","D1","Team Falcons","2","vs.","1","T1","A1","Team Falcons","Kiriko","T1","Symmetra","DVa","Genji","Ashe","Juno","Lucio","Ramattra","Genji","Ashe","Juno","Brig","korea"
"325","https://youtu.be/K8JCG47qywk?t=6040","Jan 21st","Regular Season","3","09/02/2025","King's Row","D2","Team Falcons","2","vs.","2","T1","A2","Team Falcons","Kiriko","T1","Symmetra","DVa","Genji","Ashe","Juno","Lucio","Ramattra","Genji","Ashe","Juno","Brig","korea"
"326","https://youtu.be/K8JCG47qywk?t=6040","Jan 21st","Regular Season","3","09/02/2025","King's Row","D3","Team Falcons","2(W)","vs.","2","T1","A3","Team Falcons","Kiriko","T1","Symmetra","Ramattra","Genji","Sojourn","Juno","Lucio","Ramattra","Genji","Sojourn","Juno","Brig","korea"
"327","https://youtu.be/j7rEhnzCars?t=1475","Jan 21st","Regular Season","3","09/02/2025","Samoa","Volcano","Poker Face","0","vs.","1","ZETA Division","Volcano","Poker Face","Hazard","ZETA Division","Genji","Zarya","Venture","Hanzo","Juno","Lucio","Ramattra","Mei","Symmetra","Kiriko","Lucio","korea"
"328","https://youtu.be/j7rEhnzCars?t=1475","Jan 21st","Regular Season","3","09/02/2025","Samoa","Beach","Poker Face","0","vs.","2(W)","ZETA Division","Beach","Poker Face","Hazard","ZETA Division","Genji","Mauga","Echo","Sojourn","Juno","Brig","Ramattra","Mei","Symmetra","Kiriko","Lucio","korea"
"329","https://youtu.be/j7rEhnzCars?t=2546","Jan 21st","Regular Season","3","09/02/2025","Gibraltar","A1","Poker Face","0","vs.","0","ZETA Division","D1","Poker Face","Kiriko","ZETA Division","Winston","Hazard","Genji","Ashe","Ana","Brig","DVa","Sombra","Ashe","Ana","Zen","korea"
"330","https://youtu.be/j7rEhnzCars?t=2546","Jan 21st","Regular Season","3","09/02/2025","Gibraltar","D1","Poker Face","0","vs.","0(W)","ZETA Division","A1","Poker Face","Kiriko","ZETA Division","Winston","Hazard","Genji","Ashe","Ana","Brig","DVa","Sombra","Ashe","Ana","Zen","korea"
"331","https://youtu.be/j7rEhnzCars?t=3493","Jan 21st","Regular Season","3","09/02/2025","Esperanca","Push","Poker Face","","vs.","W","ZETA Division","Push","Poker Face","Symmetra","ZETA Division","Wrecking Ball","Zarya","Genji","Torbjorn","Juno","Lucio","Hazard","Genji","Sojourn","Kiriko","Lucio","korea"
"332","https://youtu.be/DCTxms0b4zc?t=1583","Jan 21st","Regular Season","4","14/02/2025","Antarctic Peninsula","Icebreaker","Crazy Raccoon","0","vs.","1","Poker Face","Icebreaker","Crazy Raccoon","Genji","Poker Face","Ana","Wrecking Ball","Torbjorn","Symmetra","Kiriko","Lucio","Hazard","Tracer","Cassidy","Kiriko","Lucio","korea"
"333","https://youtu.be/DCTxms0b4zc?t=1583","Jan 21st","Regular Season","4","14/02/2025","Antarctic Peninsula","Sublevel","Crazy Raccoon","0","vs.","2(W)","Poker Face","Sublevel","Crazy Raccoon","Genji","Poker Face","Ana","Wrecking Ball","Torbjorn","Symmetra","Kiriko","Lucio","Hazard","Tracer","Cassidy","Kiriko","Lucio","korea"
"334","https://youtu.be/DCTxms0b4zc?t=2664","Jan 21st","Regular Season","4","14/02/2025","Suravasa","A","Crazy Raccoon","1","vs.","0","Poker Face","A","Crazy Raccoon","Hazard","Poker Face","Sombra","Wrecking Ball","Torbjorn","Symmetra","Ana","Lucio","Wrecking Ball","Tracer","Cassidy","Kiriko","Lucio","korea"
"335","https://youtu.be/DCTxms0b4zc?t=2664","Jan 21st","Regular Season","4","14/02/2025","Suravasa","B","Crazy Raccoon","1","vs.","1","Poker Face","B","Crazy Raccoon","Hazard","Poker Face","Sombra","Wrecking Ball","Torbjorn","Symmetra","Ana","Lucio","Wrecking Ball","Tracer","Cassidy","Kiriko","Lucio","korea"
"336","https://youtu.be/DCTxms0b4zc?t=2664","Jan 21st","Regular Season","4","14/02/2025","Suravasa","E","Crazy Raccoon","1","vs.","2","Poker Face","E","Crazy Raccoon","Hazard","Poker Face","Sombra","Wrecking Ball","Tracer","Sojourn","Ana","Lucio","Wrecking Ball","Tracer","Cassidy","Kiriko","Lucio","korea"
